	SNP	Chromosome	Position	trait1	symbol
432	ENSG00000159267	21	38123188	0.0677155148164318	HLCS
433	ENSG00000128708	2	172778957	0.0685317684604388	HAT1
434	ENSG00000112511	6	33378175	0.0694216672875425	PHF1
435	ENSG00000181929	12	49396056	0.06961142149492	PRKAG1
436	ENSG00000118058	11	118307204	0.0696599933607818	KMT2A
437	ENSG00000059758	12	96672038	0.0708109119746484	CDK17
438	ENSG00000204388	6	31795511	0.0731249576717009	HSPA1B
439	ENSG00000041880	3	51976360	0.0749465557464461	PARP3
440	ENSG00000177189	23	20168028	0.0768442739472378	RPS6KA3
441	ENSG00000135655	12	62654118	0.0775872366098828	USP15
442	ENSG00000130222	9	92219927	0.078076019510386	GADD45G
443	ENSG00000221926	17	15531273	0.0801462892577516	TRIM16
444	ENSG00000123143	19	14543864	0.0836397996282265	PKN1
445	ENSG00000184402	20	60718821	0.0882039909315348	SS18L1
446	ENSG00000213341	10	101948054	0.0891300723680528	CHUK
447	ENSG00000197724	9	96338688	0.0894683062221541	PHF2
448	ENSG00000158019	2	28113595	0.0901345430824795	BRE
449	ENSG00000139842	13	113862551	0.0925317469664528	CUL4A
450	ENSG00000109911	11	31531296	0.0969299633787003	ELP4
451	ENSG00000164985	9	15464063	0.101663811711282	PSIP1
452	ENSG00000152382	1	166825746	0.104045945061863	TADA1
453	ENSG00000070495	17	74708918	0.104275173867317	JMJD6
454	ENSG00000117222	1	205055269	0.106764278838864	RBBP5
455	ENSG00000109189	4	53457137	0.107311733011524	USP46
456	ENSG00000198945	6	130334843	0.111866781971877	L3MBTL3
457	ENSG00000172943	23	53963108	0.11311414860658	PHF8
458	ENSG00000100601	14	78138746	0.117494195702313	ALKBH1
459	ENSG00000256453	5	140050378	0.118041602866521	DND1
460	ENSG00000185513	20	42136319	0.12172220746829	L3MBTL1
461	ENSG00000147180	23	84498996	0.121850930788951	ZNF711
462	ENSG00000169057	23	153287023	0.123147974934212	MECP2
463	ENSG00000154832	18	47808712	0.131573719664688	CXXC1
464	ENSG00000134014	8	27947189	0.131989711749625	ELP3
465	ENSG00000111752	12	9066491	0.132441068402425	PHC1
466	ENSG00000173889	3	169805371	0.132808333527329	PHC3
467	ENSG00000068903	19	39369196	0.134940501216851	SIRT2
469	ENSG00000146872	17	60536018	0.136328314750249	TLK2
470	ENSG00000122779	7	138145078	0.1380904532293	TRIM24
471	ENSG00000146285	6	108025307	0.141182197790529	SCML4
472	ENSG00000112130	6	37321747	0.141612426717269	RNF8
473	ENSG00000012963	14	93673400	0.143465101011206	UBR7
474	ENSG00000143614	1	153777200	0.143811139206454	GATAD2B
475	ENSG00000185515	23	154299694	0.145905214164252	BRCC3
476	ENSG00000115593	2	88367298	0.146639773431482	SMYD1
477	ENSG00000162676	1	92940318	0.151437253385439	GFI1
478	ENSG00000173575	15	93426525	0.151985352684577	CHD2
479	ENSG00000128908	15	41271077	0.153355694246123	INO80
480	ENSG00000156983	3	9773412	0.155323085333371	BRPF1
481	ENSG00000176401	19	40021629	0.155837948273125	EID2B
482	ENSG00000074657	18	56529831	0.156942472659848	ZNF532
483	ENSG00000111707	12	118814184	0.157210797710025	SUDS3
484	ENSG00000147854	9	6413150	0.161938378052973	UHRF2
485	ENSG00000147130	23	70459473	0.165181236365851	ZMYM3
486	ENSG00000143442	1	151375199	0.165640622901927	POGZ
487	ENSG00000198890	1	107599266	0.168775485846841	PRMT6
489	ENSG00000121988	2	135894485	0.174050273787586	ZRANB3
490	ENSG00000100084	22	19318220	0.175126615063299	HIRA
491	ENSG00000100811	14	100704634	0.175404946921367	YY1
492	ENSG00000122728	9	32629451	0.178980864868301	TAF1L
493	ENSG00000161405	17	37921197	0.179536309945834	IKZF3
494	ENSG00000153391	18	33032193	0.180855501317927	INO80C
495	ENSG00000187109	12	76438669	0.181328863062592	NAP1L1
496	ENSG00000150459	13	21714652	0.185509323054281	SAP18
497	ENSG00000071794	3	148747913	0.186128103187978	HLTF
498	ENSG00000128394	22	39436608	0.187202335160579	APOBEC3F
499	ENSG00000117697	1	212899494	0.19065181669686	NSL1
500	ENSG00000133794	11	13298198	0.192983997669239	ARNTL
501	ENSG00000168769	4	106067449	0.195548077587327	TET2
502	ENSG00000153487	13	111365082	0.202692474604365	ING1
503	ENSG00000187569	12	7864049	0.202912113208733	DPPA3
504	ENSG00000118245	2	217724180	0.204332663158864	TNP1
505	ENSG00000155827	9	104296132	0.206368052851282	RNF20
506	ENSG00000113575	5	133530024	0.207553119816298	PPP2CA
507	ENSG00000135316	6	86318052	0.210248646805201	SYNCRIP
508	ENSG00000183337	23	39910498	0.21523209142951	BCOR
509	ENSG00000048052	7	18535368	0.222206918849445	HDAC9
510	ENSG00000119408	9	127019884	0.222711028721017	NEK6
511	ENSG00000163961	3	196195653	0.224324113949189	RNF168
512	ENSG00000166913	20	43514316	0.224792646158445	YWHAB
513	ENSG00000118418	6	79910961	0.226697347813081	HMGN3
514	ENSG00000128383	22	39348745	0.228838735074336	APOBEC3A
515	ENSG00000100425	22	50166930	0.236468903163418	BRD1
516	ENSG00000110851	12	108126642	0.237816361006012	PRDM4
517	ENSG00000129873	24	19989289	0.237865422285836	CDY2B
518	ENSG00000166135	10	102288828	0.242285932941345	HIF1AN
519	ENSG00000187325	23	77385244	0.242509644125673	TAF9B
520	ENSG00000025293	20	34359904	0.243252703015842	PHF20
521	ENSG00000142182	21	45666221	0.24514191080524	DNMT3L
522	ENSG00000114738	3	50648950	0.245718458686623	MAPKAPK3
523	ENSG00000197879	17	1367391	0.25490353167541	MYO1C
524	ENSG00000108094	10	35297478	0.255142482292899	CUL2
525	ENSG00000012817	24	21867300	0.257529558440977	KDM5D
526	ENSG00000114933	2	206858444	0.258462035518708	INO80D
527	ENSG00000175029	10	126676420	0.260465205006742	CTBP2
528	ENSG00000166716	15	85291865	0.262385040673904	ZNF592
529	ENSG00000094631	23	48659783	0.263455930431933	HDAC6
530	ENSG00000162227	11	62538774	0.263559013115336	TAF6L
531	ENSG00000167657	19	3958450	0.263763370804232	DAPK3
532	ENSG00000107077	9	6720862	0.274390794152892	KDM4C
533	ENSG00000005339	16	3775054	0.280519526256846	CREBBP
534	ENSG00000066135	1	44115828	0.285138339061463	KDM4A
535	ENSG00000181090	9	140513443	0.28925119021237	EHMT1
536	ENSG00000163605	3	73045935	0.290203581132589	PPP4R2
537	ENSG00000153147	4	144434615	0.291449768780261	SMARCA5
538	ENSG00000136807	9	130547957	0.297210843004117	CDK9
539	ENSG00000089902	14	103058997	0.297861331236338	RCOR1
540	ENSG00000149474	20	18118761	0.305276543785	CSRP2BP
541	ENSG00000196284	6	44777053	0.306818046015754	SUPT3H
542	ENSG00000086758	23	53559056	0.307705411034407	HUWE1
543	ENSG00000170291	17	7154734	0.313267795410878	ELP5
544	ENSG00000100888	14	21853352	0.315515958919428	CHD8
545	ENSG00000243811	22	39410367	0.317490117147601	APOBEC3D
546	ENSG00000185811	7	50344377	0.323024614242946	IKZF1
547	ENSG00000164951	8	94870034	0.331212913615736	PDP1
548	ENSG00000187555	16	8985950	0.333884948792936	USP7
549	ENSG00000075089	12	100592899	0.33651792173123	ACTR6
550	ENSG00000148584	10	52559168	0.341988232824513	A1CF
551	ENSG00000055130	7	148395005	0.343740084907801	CUL1
552	ENSG00000079263	2	231067825	0.347101817713525	SP140
553	ENSG00000175097	11	36597123	0.348078766454672	RAG2
554	ENSG00000107625	10	70661033	0.34997785962371	DDX50
555	ENSG00000115524	2	198254507	0.350939844659968	SF3B1
556	ENSG00000160310	21	48055078	0.351009913005341	PRMT2
557	ENSG00000127511	19	16940210	0.356221886668192	SIN3B
558	ENSG00000085185	23	129115082	0.358009476041724	BCORL1
559	ENSG00000104313	8	72109667	0.359888659088533	EYA1
560	ENSG00000075914	3	45016732	0.361993691453736	EXOSC7
561	ENSG00000198830	1	26798940	0.363412478892111	HMGN2
562	ENSG00000140455	15	63796792	0.368094856330517	USP3
563	ENSG00000170004	17	7788123	0.369171425951493	CHD3
564	ENSG00000084093	4	57774074	0.369749196422435	REST
565	ENSG00000010803	1	41492871	0.369904806705457	SCMH1
566	ENSG00000131263	23	73805051	0.375663325250317	RLIM
567	ENSG00000174579	3	135867763	0.380956748648677	MSL2
568	ENSG00000138433	2	175212749	0.38243386161497	CIR1
569	ENSG00000117713	1	27022523	0.382619422764143	ARID1A
570	ENSG00000102054	23	16857405	0.386840424137608	RBBP7
571	ENSG00000067369	15	43699406	0.396485787163513	TP53BP1
572	ENSG00000111725	12	120105557	0.397549643552826	PRKAB1
573	ENSG00000138336	10	70320412	0.398807682730282	TET1
574	ENSG00000204227	6	33176271	0.40152646662795	RING1
575	ENSG00000227345	10	51026324	0.403530649133452	PARG
576	ENSG00000067334	1	94333372	0.412990609009903	DNTTIP2
577	ENSG00000061273	12	48176504	0.424663013616833	HDAC7
578	ENSG00000072401	10	60094734	0.427858574415272	UBE2D1
579	ENSG00000239713	22	39436923	0.433090727641016	APOBEC3G
580	ENSG00000170142	3	23847393	0.433566992127422	UBE2E1
581	ENSG00000198408	10	103544199	0.434983963088003	MGEA5
582	ENSG00000102974	16	67596309	0.446349462372662	CTCF
583	ENSG00000102221	23	46771710	0.449355645668151	JADE3
584	ENSG00000116750	1	192981379	0.452719464953111	UCHL5
585	ENSG00000169375	15	75661719	0.453003845313723	SIN3A
586	ENSG00000111732	12	8754761	0.454120003382268	AICDA
587	ENSG00000019549	8	49830248	0.458011894252293	SNAI2
588	ENSG00000176871	12	118470711	0.458847027571096	WSB2
589	ENSG00000189403	13	31032883	0.45968057813554	HMGB1
590	ENSG00000141644	18	47793251	0.464687029816048	MBD1
591	ENSG00000165097	6	18155559	0.464727079863377	KDM1B
592	ENSG00000124092	20	56071034	0.467039123392139	CTCFL
593	ENSG00000105146	19	57742376	0.477782125566773	AURKC
594	ENSG00000057657	6	106534194	0.478504295587093	PRDM1
595	ENSG00000163935	3	52937587	0.482954573009306	SFMBT1
596	ENSG00000185591	12	53773959	0.484962469803656	SP1
597	ENSG00000163104	4	95128761	0.490962519058098	SMARCAD1
598	ENSG00000121741	13	20532809	0.491106923195745	ZMYM2
599	ENSG00000100395	22	41601208	0.493523456198019	L3MBTL2
600	ENSG00000139718	12	122242085	0.499903857659326	SETD1B
601	ENSG00000114982	2	97258906	0.504534110006428	KANSL3
602	ENSG00000135365	11	45950870	0.525373766848936	PHF21A
603	ENSG00000160953	19	1285889	0.534239420846974	MUM1
604	ENSG00000163932	3	53195135	0.536968432670746	PRKCD
605	ENSG00000131149	16	85645014	0.551254736103756	GSE1
606	ENSG00000102098	23	18257433	0.551919833155296	SCML2
607	ENSG00000134627	11	94277005	0.553145469104368	PIWIL4
608	ENSG00000197114	20	62338816	0.557763169942909	ZGPAT
609	ENSG00000011258	17	49254785	0.562831041263931	MBTD1
610	ENSG00000139613	12	56556766	0.566373578347331	SMARCC2
611	ENSG00000136770	10	22045465	0.567331712643565	DNAJC1
612	ENSG00000183878	24	15360258	0.571833218723529	UTY
613	ENSG00000111653	12	6759445	0.577691758630619	ING4
614	ENSG00000163875	1	37958175	0.579375865938248	MEAF6
615	ENSG00000169925	9	136895426	0.581517011697887	BRD3
616	ENSG00000164080	3	51575595	0.582336661509799	RAD54L2
617	ENSG00000158161	1	28296854	0.58850022245949	EYA3
618	ENSG00000127663	19	4969124	0.590320027295618	KDM4B
619	ENSG00000204256	6	32936436	0.592238292781631	BRD2
620	ENSG00000111676	12	7033625	0.594586617969457	ATN1
621	ENSG00000067066	2	231280656	0.595607511944457	SP100
622	ENSG00000198586	2	171847332	0.600745148136006	TLK1
623	ENSG00000124422	17	20902909	0.600836700841361	USP22
624	ENSG00000174197	15	41913421	0.601510549306592	MGA
625	ENSG00000126856	16	90122973	0.602026639209402	PRDM7
626	ENSG00000143970	2	25956621	0.6063642733265	ASXL2
627	ENSG00000149929	16	30003644	0.606620594131979	HIRIP3
628	ENSG00000057935	2	42721708	0.610753919689803	MTA3
629	ENSG00000073614	12	389294	0.611363189594411	KDM5A
630	ENSG00000163832	3	47537129	0.612294723685064	ELP6
631	ENSG00000120071	17	44107281	0.621331980845601	KANSL1
632	ENSG00000171634	17	65821639	0.62209673985022	BPTF
633	ENSG00000196781	9	84198597	0.62628071603228	TLE1
634	ENSG00000223443	8	11994676	0.62744933162791	USP17L2
635	ENSG00000139154	12	19556999	0.631521493131771	AEBP2
636	ENSG00000100796	14	91923954	0.638682349811046	SMEK1
637	ENSG00000163517	3	13521223	0.64373517608118	HDAC11
638	ENSG00000036549	1	78030184	0.645154423867775	ZZZ3
639	ENSG00000162601	1	59120410	0.648401704913719	MYSM1
640	ENSG00000165671	5	176560079	0.649731395312906	NSD1
641	ENSG00000066136	1	41157319	0.656680606361829	NFYC
642	ENSG00000109111	17	26989108	0.656977002707968	SUPT6H
643	ENSG00000186532	17	1682778	0.660022866738047	SMYD4
644	ENSG00000166446	16	80631802	0.660291616951393	CDYL2
645	ENSG00000132275	11	6616304	0.661258621133384	RRP8
646	ENSG00000117625	1	211431718	0.66405612429684	RCOR3
647	ENSG00000120733	5	137688284	0.666226650828	KDM3B
648	ENSG00000167986	11	61066922	0.676516576701846	DDB1
649	ENSG00000178913	5	140698056	0.690807289042464	TAF7
650	ENSG00000204644	6	29640168	0.701033511866205	ZFP57
651	ENSG00000178028	1	44679126	0.703227550339535	DMAP1
652	ENSG00000015153	12	42550905	0.708023980188024	YAF2
653	ENSG00000182952	6	26538632	0.713229294632133	HMGN4
654	ENSG00000134686	1	33789223	0.71574244131881	PHC2
655	ENSG00000176396	19	40028889	0.721683223199007	EID2
656	ENSG00000043143	5	133860002	0.722820526950684	JADE2
657	ENSG00000223496	16	70284133	0.729520513771533	EXOSC6
658	ENSG00000134759	18	33709406	0.730016195849523	ELP2
659	ENSG00000112081	6	36562144	0.740047797835519	SRSF3
660	ENSG00000102226	23	47092088	0.756771289730015	USP11
661	ENSG00000168395	2	242641449	0.757735989468408	ING5
662	ENSG00000111424	12	48235319	0.758999236296631	VDR
663	ENSG00000153922	5	98190907	0.766305631053971	CHD1
664	ENSG00000168283	10	22610139	0.767181465003271	BMI1
665	ENSG00000087206	5	176332005	0.767449398003643	UIMC1
666	ENSG00000164190	5	36876860	0.771080456625975	NIPBL
667	ENSG00000225830	10	50663413	0.772259699133455	ERCC6
668	ENSG00000113812	3	53901092	0.776173766293293	ACTR8
669	ENSG00000103510	16	31127074	0.782019106660741	KAT8
670	ENSG00000143815	1	225589203	0.783508707028786	LBR
671	ENSG00000119042	2	200134222	0.7836430233208	SATB2
672	ENSG00000244509	22	39410087	0.798411416269868	APOBEC3C
673	ENSG00000130382	19	6212965	0.801193566167642	MLLT1
674	ENSG00000170322	11	129733530	0.801725660737817	NFRKB
675	ENSG00000172352	24	26191375	0.805557137816848	CDY1B
676	ENSG00000163930	3	52435028	0.806699446329847	BAP1
677	ENSG00000117505	1	93811444	0.8120025563776	DR1
678	ENSG00000146247	6	79645583	0.814258074458051	PHIP
679	ENSG00000129514	14	38059188	0.834937267214648	FOXA1
680	ENSG00000134046	18	51679078	0.837993151364528	MBD2
681	ENSG00000258315	17	6917813	0.843071103200547	C17orf49
682	ENSG00000137413	6	42018250	0.845146108247672	TAF8
683	ENSG00000131759	17	38465443	0.846511348542392	RARA
684	ENSG00000125952	14	65472891	0.851985329530685	MAX
685	ENSG00000196116	9	100174231	0.861674438919376	TDRD7
686	ENSG00000075624	7	5566781	0.866430884477779	ACTB
687	ENSG00000139687	13	48877886	0.867416561523904	RB1
688	ENSG00000172288	24	27768263	0.867897450971824	CDY1
689	ENSG00000054267	1	235330209	0.868662277660393	ARID4B
690	ENSG00000147133	23	70586113	0.871789454885598	TAF1
691	ENSG00000168556	4	184426146	0.877129390261846	ING2
692	ENSG00000136504	17	47865916	0.878463471068839	KAT7
693	ENSG00000156374	10	105062552	0.8886563001506	PCGF6
694	ENSG00000160224	21	45705720	0.896407246557319	AIRE
695	ENSG00000070061	9	111629796	0.899177461545988	IKBKAP
696	ENSG00000134371	1	193091146	0.901213710745225	CDC73
697	ENSG00000006712	19	39876491	0.903865953453163	PAF1
698	ENSG00000073584	17	38781213	0.904526267431553	SMARCE1
699	ENSG00000077080	7	100240719	0.904663564022594	ACTL6B
700	ENSG00000124177	20	40030740	0.907054699697059	CHD6
701	ENSG00000122390	16	3493610	0.918689144378048	NAA60
702	ENSG00000173531	3	49721379	0.951513712079717	MST1
703	ENSG00000171148	3	9821543	0.958628215563939	TADA3
704	ENSG00000170485	2	101436613	0.968228569181532	NPAS2
705	ENSG00000158806	8	21881635	0.970989844414395	NPM2
706	ENSG00000116273	1	6673744	0.974891901225909	PHF13
707	ENSG00000168453	8	21971927	0.984075804009063	HR
708	ENSG00000167548	12	49412757	0.991972740792455	KMT2D
